,Smiles,Mol,score,h,Training,Success,enamine_searched,enamine_id
415,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N([C@@]4([H])C([H])([H])[C@]4([H])c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37f40e0>,6.10975,25,True,True,False,
53,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N([H])C([H])([H])c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38cf4c0>,6.09281,25,True,True,False,
80,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38d5530>,6.07455,25,True,True,False,
275,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(OC([H])([H])C([H])([H])c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d374aed0>,6.06451,25,True,True,False,
274,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N([H])S(=O)(=O)c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d633da30>,6.00824,25,True,True,False,
14,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d3822ac0>,6.00504,25,True,True,False,
395,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(c4c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37c0590>,6.00415,25,True,True,False,
96,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38d1350>,6.00119,25,True,True,False,
302,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])N4C(=O)c5c([H])c([H])c([H])c([H])c5C4=O)C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38d5940>,5.99625,25,True,True,False,
97,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38d17b0>,5.99296,25,True,True,False,
432,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])C([H])([H])Oc4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d3804130>,5.9922,25,True,True,False,
463,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])OC([H])([H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38122f0>,5.99151,25,True,True,False,
3,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(Cl)C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d3a50540>,5.97872,25,True,True,False,
222,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(c4c([H])c([H])c(-c5c([H])c([H])c([H])c([H])c5[H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37a80e0>,5.97716,25,True,True,False,
380,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(SC([H])([H])c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38d09f0>,5.97535,25,True,True,False,
49,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d63feb60>,5.974,25,True,True,False,
34,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(OC([H])([H])c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d4ed7880>,5.97217,25,True,True,False,
6,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C#N)C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d633f920>,5.97034,25,True,True,False,
140,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C(=O)N4C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38f9f30>,5.96851,25,True,True,False,
479,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(SC([H])([H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37dd8a0>,5.9614,25,True,True,False,
397,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])N([H])c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d3953e20>,5.96055,25,True,True,False,
333,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N([H])C([H])([H])c4c([H])c([H])nc([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37929d0>,5.96031,25,True,True,False,
354,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C(=O)OC([H])([H])c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37aefc0>,5.96027,25,True,True,False,
39,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C4([H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38ccbd0>,5.95462,25,True,True,False,
1,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(OC([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d3d7a660>,5.95363,25,True,True,False,
218,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(c4nnnn4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d3797a60>,5.94209,25,True,True,False,
254,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N([H])C(=O)N([H])c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38c7f10>,5.93889,25,True,True,False,
379,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N([C@@]4([H])N([H])C([H])([H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38c7d80>,5.93816,25,True,True,False,
246,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N4C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d4ed57b0>,5.93159,25,True,True,False,
28,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d737e2f0>,5.92266,25,True,True,False,
485,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])[C@@]4([H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37f6d40>,5.9159,25,True,True,False,
81,[H]C(=O)N1C(=O)[C@@](c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])[N+]([H])=C1N([H])[H],<fegrow.package.RMol object at 0x14d5d38d6070>,5.91327,25,True,True,False,
112,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])n4c([H])nc([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38f0540>,5.91061,25,True,True,False,
161,[H]SN1C(=O)[C@@](c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])[N+]([H])=C1N([H])[H],<fegrow.package.RMol object at 0x14d5d38e0fe0>,5.9073,25,True,True,False,
455,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(Oc4c([H])c([H])c([H])c(C([H])([H])[H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d3810c20>,5.89972,25,True,True,False,
159,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(S(=O)(=O)c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d374a340>,5.89914,25,True,True,False,
122,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d696a5c0>,5.89266,25,True,True,False,
160,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])N([H])C(=O)C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d3a53510>,5.88099,25,True,True,False,
382,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N(c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37c8ae0>,5.87778,25,True,True,False,
281,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d379e250>,5.87767,25,True,True,False,
119,[H]C(=C([H])N1C(=O)[C@@](c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])[N+]([H])=C1N([H])[H])c1c([H])c([H])c([H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38f1800>,5.8769,25,True,True,False,
411,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(S(=O)(=O)c4c([H])c([H])c(Cl)c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37f2e80>,5.87608,25,True,True,False,
174,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38fa2a0>,5.87579,25,True,True,False,
8,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(Br)C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d4ed4fe0>,5.87303,25,True,True,False,
343,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C4([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37d4a40>,5.87171,25,True,True,False,
332,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N([H])c4c([H])nc([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37aa570>,5.87024,25,True,True,False,
419,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37f5120>,5.8642,25,True,True,False,
344,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])n4nc(OC([H])([H])[H])oc4=O)C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37d4cc0>,5.85956,25,True,True,False,
424,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N([H])c4c([H])c([H])c(F)c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d64c5b20>,5.85941,25,True,True,False,
496,[H]c1nc(N2C([H])([H])C([H])([H])N(N3C(=O)[C@@](c4c([H])c([H])c([H])c([H])c4[H])(c4c([H])c([H])c([H])c(-c5c([H])nc([H])c([H])c5[H])c4[H])[N+]([H])=C3N([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38d6660>,5.85794,25,True,True,False,
327,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])c4nc([H])n([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38d13f0>,5.85782,25,True,True,False,
433,[H]Oc1c([H])c(O[H])c([H])c(N2C(=O)[C@@](c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c(-c4c([H])nc([H])c([H])c4[H])c3[H])[N+]([H])=C2N([H])[H])c1[H],<fegrow.package.RMol object at 0x14d5d37f7510>,5.85638,25,True,True,False,
118,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C(=O)N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38f1c10>,5.85568,25,True,True,False,
79,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])OC([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38cd940>,5.85531,25,True,True,False,
315,[H]SC([H])([H])N1C(=O)[C@@](c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])[N+]([H])=C1N([H])[H],<fegrow.package.RMol object at 0x14d5d37aaa20>,5.85053,25,True,True,False,
381,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37c8d60>,5.84992,25,True,True,False,
4,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(F)C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d3952ca0>,5.8462,25,True,True,False,
475,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(c4nc([H])c([H])c(C([H])([H])[H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38d3ba0>,5.84519,25,True,True,False,
299,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37af470>,5.84424,25,True,True,False,
151,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C4([H])C([H])([H])C([H])([H])C4([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38f0f40>,5.84392,25,True,True,False,
162,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N([H])C([H])([H])C([H])([H])c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d374b560>,5.84367,25,True,True,False,
346,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])N([H])[C@@]4([H])C([H])([H])[C@@]4([H])c4c([H])c([H])c([H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37d54e0>,5.84168,25,True,True,False,
35,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])N([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d63ffce0>,5.84066,25,True,True,False,
109,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N([H])C([H])([H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38d78d0>,5.84059,25,True,True,False,
341,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(N([H])c4c([H])c([H])nc([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38f1170>,5.83953,25,True,True,False,
215,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C(=O)c4c([H])c([H])c(F)c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5a4196f20>,5.83187,25,True,True,False,
357,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C(=O)c4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37d7290>,5.83046,25,True,True,False,
270,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(c4nc5c([H])c([H])c([H])c([H])c5c([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d374a480>,5.83021,25,True,True,False,
492,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C(=O)c4c([H])c([H])nc([H])c4[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d379fe70>,5.82957,25,True,True,False,
101,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d38e2610>,5.82677,25,True,True,False,
467,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])c([H])c([H])c4[H])C(=O)N(c4c([H])c([H])c([H])c5c([H])c([H])c([H])nc45)C(N([H])[H])=[N+]3[H])c2[H])c([H])c1[H],<fegrow.package.RMol object at 0x14d5d37cb010>,5.82495,25,True,True,False,
