,Smiles,Mol,score,h,Training,Success,enamine_searched,enamine_id
22,[H]c1c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c([H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281edfd6c0>,7.61886,24,True,True,False,
23,[H]c1c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c([H])c1F,<fegrow.package.RMol object at 0x152830c5a430>,,24,False,False,False,
24,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e5d5c60>,7.54544,24,True,True,False,
25,[H]OC(=O)C([H])([H])c1nc(N([H])C(=O)C([H])([H])c2c([H])c(OC([H])([H])[H])c(Br)c([H])c2OC([H])([H])[H])c([H])c(N([H])[H])c1C#N,<fegrow.package.RMol object at 0x15281e5d5cb0>,6.73318,24,True,True,False,
26,[H]c1nc(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c([H])c1[H],<fegrow.package.RMol object at 0x15281e5d63e0>,7.78207,24,True,True,False,
27,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C(=O)OC([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281ee6e7a0>,7.37637,24,True,True,False,
28,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e5d6b10>,7.1918,24,True,True,False,
29,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(N([H])C(=O)C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281ee6ee80>,7.41718,24,True,True,False,
30,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(N([H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281fd6f100>,7.33865,24,True,True,False,
31,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C(=O)C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281d81f470>,7.40902,24,True,True,False,
32,[H]c1c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c([H])c1Cl,<fegrow.package.RMol object at 0x152830d62de0>,,24,False,False,False,
33,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e5d74c0>,7.60275,24,True,True,False,
34,[H]c1c([H])c([H])c(C([H])([H])Oc2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281e5d7e20>,7.3184,24,True,True,False,
35,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C([H])([H])N([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e444130>,7.08862,24,True,True,False,
36,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281e444090>,7.66249,24,True,True,False,
37,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281ee6c5e0>,7.7327,24,True,True,False,
38,[H]c1sc(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281e444950>,7.58741,24,True,True,False,
39,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C3([H])C([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281ee54db0>,7.55247,24,True,True,False,
40,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e4450d0>,7.71153,24,True,True,False,
41,[H]c1c([H])c([H])c(Oc2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281e445760>,7.54877,24,True,True,False,
42,[H]Oc1c([H])c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281e595990>,7.63168,24,True,True,False,
43,[H]c1c([H])c([H])c(N([H])c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281e445da0>,7.57579,24,True,True,False,
44,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(S(=O)(=O)C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e6251c0>,7.36066,24,True,True,False,
45,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281d81ca40>,7.68562,24,True,True,False,
46,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281d81e390>,7.69612,24,True,True,False,
47,[H]c1c([H])c(OC([H])([H])[H])c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c1[H],<fegrow.package.RMol object at 0x152830c7b920>,,24,False,False,False,
48,[H]Oc1c([H])c([H])c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c1[H],<fegrow.package.RMol object at 0x15281e596480>,7.69675,24,True,True,False,
49,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281fd6e8e0>,7.38023,24,True,True,False,
50,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(I)c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e446ca0>,7.38182,24,True,True,False,
51,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C(=O)OC([H])([H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e4474c0>,7.32777,24,True,True,False,
52,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(S(=O)(=O)N([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e4478d0>,7.39075,24,True,True,False,
53,[H]c1c([H])c([H])c(C([H])([H])N([H])c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281e446ac0>,7.29545,24,True,True,False,
54,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C(=O)N([H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e447560>,7.08445,24,True,True,False,
55,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e448860>,7.42446,24,True,True,False,
56,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C(=O)N(C([H])([H])[H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e448c20>,7.69285,24,True,True,False,
57,[H]c1c([H])c(Cl)c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c1[H],<fegrow.package.RMol object at 0x15281e448fe0>,7.63004,24,True,True,False,
58,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(SC([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x1528313a92b0>,7.14475,24,True,True,False,
59,[H]c1c([H])c([H])c(C(=O)c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x152830bc13a0>,7.36768,24,True,True,False,
60,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x152831419620>,7.54344,24,True,True,False,
61,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x152830e59cb0>,7.81386,24,True,True,False,
62,[H]c1c([H])c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c(Cl)c1[H],<fegrow.package.RMol object at 0x15281e44a070>,7.90044,24,True,True,False,
63,[H]ON([H])C(=O)c1nc(N([H])C(=O)C([H])([H])c2c([H])c(OC([H])([H])[H])c(Br)c([H])c2OC([H])([H])[H])c([H])c(N([H])[H])c1C#N,<fegrow.package.RMol object at 0x15281e44a020>,7.09659,24,True,True,False,
64,[H]OC([H])([H])C([H])([H])c1nc(N([H])C(=O)C([H])([H])c2c([H])c(OC([H])([H])[H])c(Br)c([H])c2OC([H])([H])[H])c([H])c(N([H])[H])c1C#N,<fegrow.package.RMol object at 0x152830c527a0>,7.06999,24,True,True,False,
65,[H]c1nc([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])n1,<fegrow.package.RMol object at 0x15281e44ac00>,7.71003,24,True,True,False,
66,[H]c1oc(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281e44ab60>,7.73194,24,True,True,False,
67,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C([H])([H])C([H])([H])N([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e44af70>,7.42987,24,True,True,False,
68,[H]c1c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c([H])c1C#N,<fegrow.package.RMol object at 0x1528311e3600>,7.68211,24,True,True,False,
69,[H]OC(=O)C([H])([H])C([H])([H])c1nc(N([H])C(=O)C([H])([H])c2c([H])c(OC([H])([H])[H])c(Br)c([H])c2OC([H])([H])[H])c([H])c(N([H])[H])c1C#N,<fegrow.package.RMol object at 0x15281e5944f0>,7.49344,24,True,True,False,
70,[H]c1c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c(C([H])([H])[H])c1[H],<fegrow.package.RMol object at 0x15281d81eed0>,7.66634,24,True,True,False,
71,[H]c1c([H])c(F)c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c1[H],<fegrow.package.RMol object at 0x152830c73e20>,7.73999,24,True,True,False,
72,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e454220>,7.75236,24,True,True,False,
73,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(OC([H])(C([H])([H])[H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e4445e0>,7.54308,24,True,True,False,
74,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(N([H])S(=O)(=O)C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281da749a0>,7.21301,24,True,True,False,
75,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281ee2cbd0>,7.41123,24,True,True,False,
76,[H]c1c([H])c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c(F)c1[H],<fegrow.package.RMol object at 0x15281e444db0>,7.67905,24,True,True,False,
77,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281daad350>,7.40956,24,True,True,False,
78,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(OC(F)(F)F)c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e4551c0>,7.59147,24,True,True,False,
79,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(C([H])([H])OC([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281d81efc0>,7.16949,24,True,True,False,
80,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281edfe520>,7.56229,24,True,True,False,
81,[H]C(=O)c1nc(N([H])C(=O)C([H])([H])c2c([H])c(OC([H])([H])[H])c(Br)c([H])c2OC([H])([H])[H])c([H])c(N([H])[H])c1C#N,<fegrow.package.RMol object at 0x15281e5d7470>,7.25156,24,True,True,False,
82,[H]c1c([H])c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c(OC([H])([H])[H])c1[H],<fegrow.package.RMol object at 0x152830d34310>,,24,False,False,False,
83,[H]c1c([H])c([H])c(N([H])C(=O)c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281ee8c4f0>,7.84061,24,True,True,False,
84,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e457dd0>,7.18365,24,True,True,False,
85,[H]c1nc([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)nc1[H],<fegrow.package.RMol object at 0x15281e4d0040>,7.71595,24,True,True,False,
86,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(-c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e4d0540>,7.76383,24,True,True,False,
87,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15283105e480>,,24,False,False,False,
88,[H]c1c([H])c(C#N)c([H])c(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c1[H],<fegrow.package.RMol object at 0x1528308089a0>,7.76103,24,True,True,False,
89,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(OC([H])([H])C([H])([H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281e4d0db0>,7.26885,24,True,True,False,
90,[H]c1c([H])c([H])c(C(=O)N([H])c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281e4d1120>,7.72487,24,True,True,False,
91,[H]c1nn(C([H])([H])[H])c([H])c1-c1nc(N([H])C(=O)C([H])([H])c2c([H])c(OC([H])([H])[H])c(Br)c([H])c2OC([H])([H])[H])c([H])c(N([H])[H])c1C#N,<fegrow.package.RMol object at 0x1528308b93f0>,7.45345,24,True,True,False,
92,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c([H])c1[H],<fegrow.package.RMol object at 0x15281fd6fb50>,7.72266,24,True,True,False,
93,[H]c1nc([H])n(-c2nc(N([H])C(=O)C([H])([H])c3c([H])c(OC([H])([H])[H])c(Br)c([H])c3OC([H])([H])[H])c([H])c(N([H])[H])c2C#N)c1[H],<fegrow.package.RMol object at 0x15281e448c70>,7.59455,24,True,True,False,
94,[H]c1c(Br)c(OC([H])([H])[H])c([H])c(C([H])([H])C(=O)N([H])c2nc(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(C#N)c(N([H])[H])c2[H])c1OC([H])([H])[H],<fegrow.package.RMol object at 0x15281d81e5c0>,7.57431,24,True,True,False,
